,News,Subjectivity,Polarity,Analysis
266,"['Some 225,000 residents in one state have been told to monitor for symptoms after a worrying discovery by health officials.', 'More than 225,000 people in the Newcastle area have been urged to monitor for potential symptoms of COVID-19 after fragments of the virus were found in a wastewater treatment plant.', 'A sample taken on April 21 showed fragments of the virus that causes COVID-19 in the sewage system at Burwood Beach Sewage Treatment Plant.', 'The Burwood Beach catchment services about 225,000 people and takes in the Newcastle City area.', 'It also services Dudley, Charlestown, Jesmond, Lambton, New Lambton, Mayfield, Elermore Vale, Wallsend, Kotara, Garden Suburb, Adamstown Heights, Kahibah, Highfields, Merewether, Waratah West, Georgetown and Carrington.', 'NSW Health officials are concerned because it is not clear whether there are cases in the community or whether the fragments are from historical cases.', '“These positive sewage results may indicate the presence of people who have recently recovered from COVID-19, as they can continue to shed fragments of the virus for several weeks after recovery,” NSW Health said in a release.', 'Residents in greater Newcastle should monitor for symptoms and get tested if any develop.', 'It comes after news on Saturday that COVID-19 was detected in sewage systems at Allambie Heights (sampled April 22), on Sydney’s northern beaches, as well as Merimbula (April 21) on the state’s far south coast.', 'The Allambie Heights sewage network serves about 83,400 people in the Northern Head catchment and the Merimbula sewage treatment plant serves about 15,000 residents.', 'NSW recorded no new locally acquired cases overnight while one new case was recorded by an overseas traveller.', 'Meanwhile, residents in Perth and the Peel region are on their second day of a three-day snap lockdown as the city deals with a COVID-19 outbreak.', 'People who have arrived in Sydney from Western Australia since 12.01am on Saturday must complete a declaration which confirms they have not attended a venue of concern.', 'If you have attended any of the close or casual contact venues and you are already in NSW, you should immediately self-isolate and call NSW Health on 1800 943 553.', 'Temporary restrictions have been in place since a recent COVID-19 case, but Gladys Berejiklian has hinted when she’ll make a call on their end.', 'A toddler in Melbourne nearly lost her leg to a terrifying flesh-eating infection, with a medical institute now working on a vaccine.', 'Our Apps']",0.4028138528138528,0.008658008658008672,Positive
267,"['You do not have permission to retrieve the URL or link you requested,\n            \n            \xa0 \xa0 If you think this was a mistake please call 1300 134 174 or e-mail customercare@realestate.com.au\n\n            \xa0 \xa0 and quote the reference number  #18.4f302b17.1620779972.178366f']",0.0,0.0,Neutral
268,"['', 'More than 1000 Victorians have commemorated Anzac Day at the state’s annual Dawn Service on Sunday morning.\n\nAttendees were capped at 1400 due to coronavirus restrictions and the traditional Anzac Day march will at capped at 5500.', 'SKY', 'Read More', 'Our Apps']",0.53125,0.21875,Positive
270,"['More than one billion doses of coronavirus vaccines have been administered worldwide, less than five months after the first mass inoculation programmes began to be rolled out, according to an AFP tally at 17:45 GMT on Saturday.', 'More than one billion doses of coronavirus vaccines have been administered worldwide, less than five months after the first mass inoculation programmes began to be rolled out, according to an AFP tally at 17:45 GMT on Saturday.', 'At least 1,002,938,540 doses have been administered in 207 countries and territories, according to the tally compiled from official sources.', 'jah/cds/spm/har', '...', 'Palestinian militants Hamas said Wednesday they had fired more than 200 rockets into Israel, in retaliation for strikes on a tower block in the Israeli-blockaded enclave of Gaza, which they control.', ""NASA's James Webb Space Telescope -- the world's largest and most powerful space telescope is scheduled to launch into space in October"", 'Our Apps']",0.41999999999999993,0.2166666666666667,Positive
271,"['Eerie scenes unfolded at Optus Stadium on Saturday night as the Dockers hosted the Kangaroos for the first match without a crowd this season.', 'Fremantle did what it needed to do at Optus Stadium on Saturday night. The Dockers beat bottom side North Melbourne by 51 points in front of empty stands.', 'Led by experienced pair David Mundy and Nat Fyfe and rising stars Caleb Serong and Andrew Brayshaw, the Dockers got out to a good start and finished well to win strongly, 14.15 (99) to 6.12 (48).', 'But the Kangaroos were able to do something they haven’t done in five previous rounds this season – they got their hands on the footy.', 'Generally, the Dockers controlled the game, but for the first time this season, the Kangaroos had more disposals than their opposition – 397-390.', 'At times they tried to move the ball too fast and they turned it over a lot; but they showed on occasion a willingness to deliberately slow the play and keep hold of the ball.', 'They amassed 265 uncontested possessions; their best return for the season.', 'Fremantle did enough to comfortably win their third consecutive game.', 'JACK IN THE BACK', 'Regardless of the possession count, again the Roos looked out of sorts as they went forward.', 'Most of the good work they did was in defence and Jack Ziebell, with 37 touches, led the way.', 'Those who say he just pushed up his stats though are underplaying the way he is putting his body on the line for his team.', 'Ziebell took 14 marks, a heap of those intercepting forward pushes that could easily have ended in Dockers goals. The margin would have been much greater without him.', 'DOCKERS’ KICKING WOES', 'Fremantle is doing itself no favours in front of goal either and wasting an opportunity to significantly improve its percentage.', 'For the sixth consecutive week, they kicked more behinds than points, adding to the 53.71 they had on the board going into Round 6.', 'Their skipper and dual Brownlow medallist is one of the main culprits. His tally of 0.4 added to the 1.8 he’d kicked in his previous four outings in 2021.', 'James Aish (0.2), Serong (0.2) and Michael Fredrick (0.2) were also repeat offenders, missing shots they should have made.', 'INTO THE UNKNOWN', 'North Melbourne flew into Perth just as the WA government announced a three-day lockdown due to two positive community-spread COVID-19 cases.', 'But the Roos officials said the impact on the side was minimal; although not everyone, including runner Brent Harvey, were unable to attend the game.', 'It took the Roos 10 minutes to settle into the game, played without any spectators.', 'Fremantle brought the effort to the contest early and led the contested possessions count 1608 after just 10 minutes.', 'Fortunately for North, the Dockers couldn’t put the scoreboard pressure on that they had earned.', 'It was almost 10 minutes into the game that the Roos had their first possessions inside their forward line.', 'Cameron Zurhaar missed the shot on goal, but it triggered something in his team.', 'Fremantle led by just eight points at the first break, after Matt Taberner kicked a goal from a mark that, without a crowd in attendance, the umpire was able to judge he marked just before the siren sounded.', 'The disruptions look certain to continue to North Melbourne, however. As the side ran out on to the ground on Saturday night, they had not heard when they would be able to fly out of Perth, or whether their Round 7 clash against Melbourne could still go ahead in Tasmania.', 'THE YOUNG AND THE OLD', 'Fremantle dominated the second term and opened a 28-point lead at halftime. The lead had been as high as 35-points as the home side took control.', 'North were using Ben Cunnington and Kayne Turner in stopping roles, but the Dockers midfield was too difficult to stop.', 'Veteran Mundy was in everything, as he has been throughout the early stages of this season.', 'Surely there are no questions lingering as to whether the 35-year old will play on in 2022.', 'Mundy had 20 touches, six clearances and kicked two goals in the first half.', 'And he wasn’t the only Docker who seemed the have a ball on a string in that first half.', 'Serong, the 2020 AFL Rising Star, had collected 18 possessions, 10 of them contested and had helped the Dockers take advantage in clearances, with five.', 'DETAILS', 'DOCKERS 3.4 7.9 11.13 14.15 (99)', 'KANGAROOS 2.2 3.5 5.9 6.12 (48)', 'ELBOROUGH’S BEST Dockers: Mundy, Serong, Fyfe, Hughes, Brayshaw, Darcy. Kangaroos: Ziebell, Menadue, Simpkin, Cunnington, Turner, Taylor.', 'GOALS Dockers: Schultz 4, Teberner 4; Mundy 3; Colyer, Darcy, Walters. Kangaroos: Stephenson 2; Phillips, Goldstein, Larky, Campbell.', 'INJURIES Dockers: Cox (ankle). Kangaroos: Nil.', 'UMPIRES Donlon, Meredith, Johanson.', 'VENUE Optus Stadium', 'PLAYER OF THE YEAR', 'BRAD ELBOROUGH’S VOTES', '3 Mundy (Dockers)', '2 Serong (Dockers)', '1 Fyfe (Dockers)', 'Port Adelaide has made its call on whether to appeal Scott Lycett’s four-game suspension for a dangerous tackle.', 'Patrick Dangerfield has lept to the defence of Daniel Rioli and Shai Bolton, hitting out at “d***heads” who target players during nights out.', 'Our Apps']",0.46596059496059483,0.1425880785880786,Positive
272,"['', 'A group of Sydney port workers has been given the all-clear after 12 crew were infected with COVID-19 on board a vessel when it docked in Port Botany.\n\nThe bulk liquids vessel came from Port Moresby in Papua New Guinea, stopping in Sydney for 24 hours when 15 port workers boarded the ship wearing personal protective equipment.\n\nNo crew disembarked during its stop. \n\nThe body of one of the crew was found washed up on a beach in Vanuatu earlier this month and tested positive for coronavirus.', 'SKY', 'Read More', 'Our Apps']",0.45999999999999996,0.17272727272727273,Positive
275,"['', 'Western Australia has recorded no new cases of community transmission on the first day of Perth’s lockdown with Premier Mark McGowan urging people to support small businesses.\n\n""People have largely listened to the instructions and done the right thing. I encourage everyone to support our small businesses as much as possible over the next few days,” Mr McGowan said on Saturday.\n\nMr McGowan also mentioned the cases recorded in quarantine.\n\n“This includes the one local case of a woman in her 40s who was the close contact of the Victorian man that we reported yesterday. The other relates to a woman in her 50s who was a returned traveller from India, in hotel quarantine. This means there are no new local cases of COVID-19 other than those ones we reported yesterday.\n\n“In total to date, we have identified 337 contacts, including 71 close contacts. They have all been tested or will be today. They will remain in quarantine. So far 27 close contacts have tested negative. \n\n“There are currently 109 casual contacts with 60 of those returning a negative result so far. In addition, there are currently 157 other contacts, which are pending classification by our public health team.”', 'SKY', 'Read More', 'Our Apps']",0.4236555111555112,-0.03312937062937064,Negative
276,"['', 'All 23 cases of COVID-19 in Victoria are in hotel quarantine, including two new cases overnight.\n\nVictoria COVID-19 Commander Jeroen Weimar confirmed this news and highlighted the more than 13,000 tests conducted.\n\nHe encouraged anyone with symptoms to come forward.', 'SKY', 'Read More', 'Our Apps']",0.6136363636363636,0.3840909090909091,Positive
277,"['WA has recorded one new cases of COVID-19 as the Premier demanded the Morrison government ‘step up and help’ following a quarantine blunder.', 'Western Australia has recorded one new local case of COVID-19 overnight, as the Premier renewed his push for Commonwealth facilities to be used instead of hotels, saying he was “getting to the end” of his tether.', 'The state is on day one of a three-day lockdown, sparked after a 54-year-old Victorian man unwittingly contracted COVID-19 in quarantine at the Mercure Hotel in Perth then spread the virus in the community.', 'At his press conference on Saturday, Premier Mark McGowan said there had been no new cases overnight, but the Health Department later issued a statement saying there had been one.', '“The WA Health Department has this afternoon confirmed a positive test result has been returned from a person within the community,” the statement read.', '“The person presented for a COVID-19 test yesterday as they had attended one of the locations visited by the confirmed COVID-19 Victorian case, and the related local case.', '“The person is now working closely with the department’s contact tracing team to determine public exposure sites.”', 'A Health Department spokeswoman confirmed a man aged in his 40s picked up the virus at the Kitchen Inn in Kardinya where the Victorian man dined last weekend.', 'Breaking, bad news: 1 new locally acquired Covid case CONFIRMED. A diner at the Kitchen Inn in Kardinya @7NewsPerth ð\x9f\x98· pic.twitter.com/zG3kAZCrQF', 'Health authorities said all restaurants where cases had dined-in were of higher risk.', 'Anyone who has been to the following restaurants must isolate immediately:', '“You must get tested and complete the full 14 days of self-quarantine regardless of your test result,” the Health Department said.', 'If you have not yet been contacted by Public Health Operations, you can call 13 COVID (13 26843).', 'Public Health Operations will provide guidance on testing and quarantine.', 'Mr McGowan said CBD hotels were not fit for purpose quarantine facilities, adding quarantine was the responsibility of the Commonwealth government.', '“There are a number of Commonwealth facilities that would be more suitable for quarantine purposes,” he told reporters on Saturday.', '“The pandemic will be here for at least the rest of this year. It is time for the Commonwealth to step up and help.', '“My government stands ready to work with them and help establish Commonwealth quarantine facilities.', '“They have a range of facilities available. It’s the only way to help reduce the risk further.', '“We cannot continue down this path for another year or beyond.”', 'Mr McGowan suggested facilities like Christmas Island and Curtin Airbase should be used because they were purpose-built to quarantine people and were isolated.', '“I’m getting to the end of my tether with the Commonwealth handing responsibility to the states and not helping,” he said.', 'Mr McGowan also expressed disappointment that some people were competing in sport or attending funerals overseas, then returning to Australia with the virus and putting others at risk, saying “it has to stop”.', 'Earlier in the week, the Premier requested the state halve its intake of arrivals.', 'The only other new case that was reported overnight was a woman aged in her 50s, who is a returned overseas traveller from India in hotel quarantine.', 'Mr McGowan thanked the community for co-operating during the lockdown and described it as a “serious situation”.', '“This has been a rapidly evolving situation. I know it has been difficult and I know it has been frustrating,” he said.', '“But if we can all work together and do the right thing over the next few days we will increase our chances of stopping the virus in its tracks — just like we’ve done before.', '“The early signs have been encouraging. People have largely listened to the instructions and done the right thing.”', 'More than 4000 tests were conducted at public and private COVID clinics on Friday.', 'So far, 337 contacts have been identified for the Victorian man and Perth woman, including 71 close contacts.', 'Mr McGowan said 27 close contacts had so far tested negative.', 'There are currently 109 casual contacts, with 60 of those returning a negative result so far.', 'In addition, there are currently 157 other contacts, which are pending classification by health officials.', '“These are encouraging signs but it is still early days,” Mr McGowan said.', 'Mr McGowan said a total of 24 guests were on the affected floor at the Mercure Hotel during the specific period and five had left Australia.', 'Eighteen had tested negative and the only positive case was the Victorian man.', 'Various hotel quarantine staff worked on the floor during the same period, with 57 returning a negative result. Two results are pending.', '“Hotel quarantine is an imperfect system but it is the best system we have and largely it has worked well, with around 45,000 returning Australians being processed through the West Australian system,” Mr McGowan said.', 'Police set up eight vehicle checkpoints overnight and up until 8am on Saturday officers had turned back 60 vehicles who did not have a valid reason to be travelling outside of the Perth and Peel regions.', 'Commissioner Chris Dawson said a woman was fined for not wearing a mask at a rugby match on Friday night.', '“I would characterise it as having failed the attitude test, so she has been issued with a $1000 infringement. We have had no other infringements to date,” he said.', 'Health Minister Roger Cook urged people to use the Safe WA app.', '“What you saw yesterday was a well-drilled operation to establish where the two infected people moved around Perth,” he said.', '“It was very helpful that the woman had been using the safe Western Australian app and I commend her for doing so.”', 'A dental clinic employee was earlier revealed as Western Australia’s first case of COVID-19 involving community transmission in more than a year.', 'The Victorian man stayed at the woman’s Kardinya home for one night before moving to Saint Catherine’s College at the University of Western Australia.', 'Her workplace, DB Dental on Canning Highway in Applecross, has been added to the list of public exposure sites visited by the pair since he was released from quarantine on April 17.', 'The woman, aged in her 40s, unwittingly worked at the clinic from 8am to 6pm on Thursday while infectious.', 'Her two children have so far tested negative for coronavirus.', 'Other exposure sites include Leisurefit Aquatic Centre in Booragoon, restaurants in Northbridge, Fortune Acupuncture Chinese Medical Clinic in Subiaco and Southlands Shopping Centre in Willetton.', 'Authorities believe the man contracted the virus while staying in a room opposite an ill couple who arrived from India.', 'Pregnant mother and nurse Alison Rose, along with her four-year-old daughter, also contracted the virus from the couple.', 'Mr McGowan on Thursday conceded the Mercure was “not one of the best” hotels for quarantining and would no longer be used for returned travellers.', 'It will instead be used to house low-risk seasonal workers from Tonga and Vanuatu.', 'The state Opposition has criticised the government for not dumping the hotel from its list of quarantine locations for returned travellers given a report earlier this month identified it as a risk.', '“The government knew in early April that the Mercure Hotel needed work to continue to be used for quarantine,” Opposition leader Mia Davies said.', '“They ignored this report, continued to use an unsafe facility, and that decision has led to community transmission and a snap lockdown for millions of West Australians.”', 'Opposition health spokeswoman Libby Mettam said the Labor government had “continued to ignore the holes in the hotel quarantine system and the warnings” from the chief health officer, adding the situation was “completely avoidable”.', 'New Zealand and some Australian jurisdictions have effectively shut their borders to Western Australia or enforced tough restrictions on travellers following the outbreak.', 'The Perth and Peel regions entered day one of a snap three-day lockdown at midnight.', 'The lockdown is due to end at midnight on Monday but that could change if authorities discover the virus has spread further.', 'Some people were seen panic buying at supermarkets on Friday, with toilet paper, rice and pasta among the items snapped up.', 'Meanwhile, popular night-life spots like Northbridge looked like ghost towns on Friday night.', 'Long lines have been forming at testing clinics since the lockdown was announced, as people scramble to get tested for the virus.', 'Anzac Day services have been cancelled and people have been urged to pay their respects at dawn from their driveways like they did last year.', 'Places that are closed during the lockdown:', 'No visitors are allowed at hospitals, residential aged care or disability facilities unless there are exceptional circumstances.', 'Weddings and funerals are permitted with a 100-person capacity, but masks must be worn.', 'Reasons to leave your house during the lockdown:', 'Queensland’s chief health officer has allayed fears Qantas ground staff were forced to come into close contact with a COVID-positive traveller.', 'An alleged thief’s clumsy attempt to rob a car wash has backfired spectacularly, with the driver caught red-handed – literally.', 'Our Apps']",0.4131624021867923,0.05015911143959925,Positive
278,"['Residents in 18 suburbs have been told to monitor for symptoms after a worrying discovery by NSW health authorities.', 'Coronavirus fragments have been detected in two sewer systems in NSW, health authorities have revealed.', 'In its daily update on COVID-19 cases, NSW Health flagged the detection of the virus fragments in the Allambie Heights and Merimbula sewer systems, which collectively service about 100,000 people.', 'No new locally acquired cases of coronavirus were recorded within the state of NSW overnight to 8pm, while one new case was detected in hotel quarantine.', 'The total number of COVID-19 cases in NSW stands at 5230 since the start of the pandemic.', '“NSW Health has been notified that fragments of the virus that causes COVID-19 has been detected in the sewage systems at Allambie Heights and Merimbula,” NSW Health said in a statement.', '“These positive sewage results may indicate the presence of people who have recently recovered from COVID-19, as they can continue to shed fragments of the virus for several weeks after recovery.”', 'Residents in either catchments should monitor for symptoms and get tested if they develop.', 'The Merimbula treatment plant services roughly 15,000 people on the south coast.', 'The Allambie Heights treatment plant is located in Sydney’s north, servicing about', '83,400 in the Northern Head catchment.', 'The alert to monitor for symptoms applies for the suburbs of Allambie Heights, Balgowlah, Curl Curl, North Curl Curl, North Manly, Freshwater, Collaroy, Collaroy Plateau, Narrabeen, Wheeler Heights, Oxford Falls, Dee Why, Cromer, Beacon Hill, Narraweena, Brookvale and Frenchs Forest.', 'NSW Health also said it had administered 2933 vaccine doses in the 24 hours to 8pm, bringing the total number of jabs to 553,275.', 'The detection of COVID-19 particles comes after the state health department implemented mandatory declaration forms and self-isolation mandates for West Australians arriving in NSW.', 'From 12.01am on Saturday, people who have been in Perth or Peel must stay at home or self-isolate regardless of their location.', 'Inbound Western Australia travellers must declare if they have been at any of the exposure sites in Perth and Peel.', 'Queensland’s chief health officer has allayed fears Qantas ground staff were forced to come into close contact with a COVID-positive traveller.', 'Temporary restrictions have been in place since a recent COVID-19 case, but Gladys Berejiklian has hinted when she’ll make a call on their end.', 'Our Apps']",0.3118881118881119,-0.008041958041958048,Negative
279,"['One of the world’s biggest countries just recorded the world’s worst ever COVID-19 daily rate as oxygen and hospital beds run out and cases soar.', 'On streets outside hospitals, elderly men and women struggling to breathe are either lucky enough to be strapped to an oxygen tank or dying while waiting for one.', 'Hospitals across India — a country that just posted a global record of 315,000 new cases in a single day — are so full that ambulances are lined up outside with nowhere to go.', 'Inside, beds are at 99 per cent capacity and fresh oxygen supplies are not forthcoming.', 'The country’s long-underfunded healthcare system is being stretched to the limit by a devastating second wave of the pandemic blamed on a “double mutant” variant and “superspreader” mass gatherings.', 'It is 3:35 a.m in India and I just counted 72 people on my timeline desperately either searching for a bed in a hospital or an oxygen cylinder. These are Indians having access to social media, what is happening in countryside we donâ\x80\x99t know & with those who donâ\x80\x99t use Twitter.', 'This is so painful, India recorded 314000 cases in last 24Hours. Horrible situation in India as country just ran out of Oxygen May Allah have mercy on our neighbours , India ð\x9f\x87®ð\x9f\x87³ #IndiaNeedsOxygenpic.twitter.com/V6KXAYzC7h', 'Heartbreaking images from the subcontinent are flooding social media as the hashtag #IndiaNeedsOxygen continues to trend.', 'One image that went viral shows a mother sitting in an electric rickshaw with the lifeless body of her son at her feet.', 'Other pictures show bodies waiting to be burned in long queues at crematoriums that continue to burn day and night with no sign of slowing down.', 'According to Health Ministry data from Thursday, there were 314,835 new infections in just 24 hours. That figure is far greater than any country has recorded since the pandemic began and takes the country’s total cases to almost 16 million.', 'On the same day, there were 2074 deaths associated with COVID-19, bringing the total death toll to almost 185,000.', 'RELATED: COVID-19 cases soar in India amid overcrowding and complacency', 'The numbers are considerably lower on a per capita basis than in many other countries, raising fears the situation could get a lot worse. There are also accusations the death toll is not being accurately reported.', 'At several crematoriums, workers are reporting five times the number of bodies being burned compared to the official death toll.', 'The health system is stretched beyond all comprehension.', 'A nurse described the situation as “like hell” to Time reporter Rana Ayyub.', '“This is hell, you tell me, is this not?” the nurse said, who is recovering from COVID-19 and asked not to be named.', '“They talk of worshipping the medical fraternity but they have left us to die.”', 'Major private and government-run hospitals in New Delhi are so overwhelmed that they’ve sent out urgent appeals to the central government, calling for more oxygen supplies for hundreds of patients on ventilator support.', 'Videos show trucks carrying oxygen under police escort.', 'On Wednesday, nearly 500 tonnes of oxygen was supplied to Delhi but this fell short of the required 700 tonnes per day.', 'The megacity’s government, run by a different party to Prime Minister Narendra Modi’s national administration, has accused neighbouring states governed by Mr Modi’s Bharatiya Janata Party (BJP) of holding up supplies.', 'Court orders government to ‘beg, borrow, steal’ oxygen', 'Late Wednesday, the Delhi High Court ordered the government to ensure safe passage of oxygen supplies from factories to hospitals across India.', '“You beg, borrow and steal but have to provide,” the judges said, asking why the government is “not waking up to the gravity of the situation”.', '“In the last few days there has been a mad scramble for oxygen. One hospital or the other is running short,” Delhi Chief Minister Arvind Kejriwal said on Thursday.', '“Now oxygen supply is coming … we are trying to ensure every truck carrying oxygen reaches the hospitals,” he said, adding that he had requested oxygen be flown from the eastern state of Odisha.', 'Recent months have seen mass gatherings in India, including millions attending the Kumbh Mela religious festival, political rallies, lavish weddings and cricket matches with spectators.', 'Now, states across India have imposed restrictions, with Delhi in a week-long lockdown, all non-essential shops shut in Maharashtra, and Uttar Pradesh set for a weekend shutdown.', 'However, on Thursday, Mr Modi still urged voters in West Bengal “to exercise their franchise” as parts of the eastern state voted.', 'Distraught relatives are now being forced to pay exorbitant rates on the black market for medicines and oxygen, while WhatsApp groups are full of desperate pleas for help.', 'The United States now advises against travel to India, even for those fully vaccinated, while Britain has put India on its “red list” and Hong Kong and New Zealand have banned flights.', 'Australia on Thursday also tightened restrictions on arrivals from India, with Prime Minister Scott Morrison saying returnees from there now made up about 40 per cent of COVID cases detected in quarantine.', 'Is new COVID-19 variant responsible?', 'Questions are being asked about whether new mutations, specifically B. 1.617, is behind what is currently the world’s fastest-growing outbreak.', 'The B. 1.617 variant has already appeared elsewhere, including in the United States, Australia, Israel and Singapore. Concern about it has led some countries, including the UK, to slap travel restrictions on India.', 'India first reported the B. 1.617 genome to the global database (GISAID) in October.', 'India’s health ministry flagged the variant in late March, saying it appeared in 15-20 per cent of samples analysed from the worst-hit state Maharashtra. More recently, the figure was 60 per cent.', 'B. 1.617 has been categorised by the World Health Organisation as a “variant of interest”.', 'Other variants detected in Brazil, South Africa and the UK have been categorised as “of concern”, because they are more transmissible, virulent or might reduce antibody efficacy.', 'B. 1.617 has several mutations, including two notable ones (E484Q and L452R), leading to it sometimes being called the “double mutant”.', 'Rakesh Mishra, director of the Hyderabad-based Centre for Cellular and Molecular Biology, is one of the scientists currently analysing the B. 1.617 variant.', 'So far, he says, it has been “better in terms of spreading compared to other variants”.', '“Slowly it will become the more common one and it will replace the other variants,” he told AFP.', 'It is not yet known, however, if India’s current wave is linked to this variant, or if it is being driven by human behaviour or something else.', 'Health experts have raised “super spreader” concerns over recent huge religious festivals and political rallies with mostly maskless crowds.', '– With AFP', 'A woman has been killed in front of her baby by men who broke into her house – with her husband forced to listen. WARNING: Graphic.', 'Rockets are raining down and a tower block has been flattened leaving one of the world’s most contested regions bracing for a “full-scale war”.', 'Our Apps']",0.4036863028039498,-0.006374423506776445,Negative
281,"['', 'Queensland has confirmed one new case of COVID-19 overnight from someone aboard a vessel which arrived from Japan and docked off the Queensland coast.\n\nThe case is being treated as an overseas acquired infection and there is no immediate threat to the community.\n\nQueensland’s Chief Health Officer Dr Jeannette Young said testing on the ship has been carried out.', 'SKY', 'Read More', 'Our Apps']",0.5886363636363636,0.28409090909090906,Positive
282,"['', 'Visualisation of SARS-CoV-2 virus with nanobodies (purple) attaching to the virus ‘spike’ protein. Image credit: Dr Drew Berry in collaboration with Associate Professor Wai-Hong Tham.', 'NewsDNARaw', 'Read More', 'Our Apps']",0.5,0.5,Positive
283,"['UPDATE 3.30PM: A ship that recorded a positive COVID-19 case on board is heading towards the Sunshine Coast.', 'Chief health officer Dr Jeannette Young confirmed a seaman on the ship, which was off the Mackay coast on Saturday morning, had tested positive for COVID-19.', 'The vessel, the MV United Grace, had travelled from Japan and was making its way to Mooloolaba.', 'It is expected to arrive on the Sunshine Coast by Sunday afternoon.', 'From there, the patient will be taken by paramedics to Sunshine Coast University Hospital.', 'INITIAL 9.30AM: A seaman on a ship sitting off the Mackay coast has tested positive to COVID-19.', 'There was one new positive case overnight and two historical cases recorded.', 'Chief health officer Dr Jeannette Young revealed the new case during a press conference in Brisbane on Saturday morning.', 'The vessel, the MV United Grace, travelled from Japan and is now sitting off the Mackay coast.', 'Dr Young said there was no need for alarm', '""Everyone on the vessel has been tested and one person is positive,"" she said.', '""We\'ve done that many times before.""', 'Mackay Hospital and Health Service has recorded 21 COVID-19 cases - one case is active and 17 have recovered.', 'News\n\n                    \n                        The move marks the first step towards resuming mining operations', 'Crime\n\n                    \n                        Police found her in her bedroom with a locked door. Inside it is alleged officers discovered a large amount of ice and $15k cash.', 'News\n\n                    \n                        One year ago, every underground miner’s worst nightmare became a reality when an explosion rocked the industry to its core. Here’s how it is still being felt.', 'People and Places\n\n                    \n                        Flames licked at the walls and smoke alarms bellowed, but still Sandralee slept. Fifteen minutes later, her entire home was razed.', 'News\n\n                    \n                         Police have arrested one man and taken in another for questioning after an alleged stabbing in Mackay CBD.', 'Rugby League\n\n                    \n                        The Mackay-based club has relocated to share facilities with another football code.', 'Music\n\n                    \n                        He’s one of Australia’s finest singer-songwriters and, together with his full band, is bringing his new On the Road Again tour to Mackay.', 'Crime\n\n                    \n                        Here is a list of matters listed at Mackay Magistrates Court on Wednesday.', 'News\n\n                    \n                        Federal Budget 2021: $1.1b for domestic violence', 'News\n\n                    \n                        Federal Budget 2021: Tourism left in limbo by Budget snub', '© The Mackay Printing and Publishing Company Pty Ltd 2021. Unauthorised reproduction is prohibited under the laws of Australia and by international treaty.', 'Refer to our helpful FAQ section for any problems you might be experiencing.']",0.4078556500970294,0.05263472160023884,Positive
284,"['', 'Doctors in India are warning the health system is at breaking point as the country’s coronavirus crisis deepens.\n\nIndia recorded the world’s highest ever number of new infections for the second day in a row – reporting more than 330,000 new cases.', 'SKY', 'Read More', 'Our Apps']",0.38181818181818183,0.2545454545454545,Positive
285,"['', 'Delhi Police escorted a 2,300 kilogram oxygen tanker to a local hospital, they said on April 22. The oxygen was being transferred to Shanti Mukund Hospital, according to police. Speaking to local media, the hospital’s CEO Dr Sunil Saggar said the oxygen supply at the hospital was “almost dried out”. India reported the world’s highest single-day spike in COVID-19 cases for the second day on Friday, with more than 330,000 new cases, Reuters reported. The country had more than 24 million active COVID-19 cases on Friday, according to government statistics. Credit: @DCP_SHAHDARA via Storyful', 'Storyful', 'Read More', 'Our Apps']",0.35050505050505054,0.1447811447811448,Positive
286,"['', 'As more U.S. adults get their Covid-19 vaccines, a variety of side effects are emerging. WSJ’s Daniela Hernandez speaks with an infectious disease specialist on what is common, what isn’t and when to seek medical attention. Photo: Associated Press', 'WSJ', 'Read More', 'Our Apps']",0.375,0.175,Positive
288,"['', ""India reported the world's highest daily tally of coronavirus cases for the second day on Friday, surpassing 330,000 new cases, as it struggles with a health system overwhelmed by patients and plagued by accidents. Bryan Wood reports."", 'REUTERS', 'Read More', 'Our Apps']",0.23863636363636365,0.1590909090909091,Positive
289,"['', 'Sky News host Chris Smith has spoken to Infectious Disease Expert Professor Peter Collignon about India recording its highest daily rate of COVID-19 cases.\n\n""It looks sort of uncontrolled and widespread... you\'ve got to remember there are over a billion people there so 300,000 cases aren\'t that big as a percentage,"" he said.\n\n""We\'ve still got an obligation in my view if you\'re an Australian resident or citizen that you should still be able to return to the country even if you\'re in India.""', 'SKY', 'Read More', 'Our Apps']",0.24500000000000002,0.2,Positive
